,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_5005: Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data,v_CA16_3852: Total - Aboriginal identity for the population in private households - 25% sample data,v_CA16_3999: Total - Ethnic origin for the population in private households - 25% sample data,v_CA16_3438: Total - Age at immigration for the immigrant population in private households - 25% sample data,v_CA16_3390: Total - Citizenship for the population in private households - 25% sample data,"v_CA16_5096: Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","v_CA16_5051: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",v_CA16_5621: Total population aged 15 years and over by work activity during the reference year - 25% sample data,v_CA16_5762: Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data,v_CA16_5807: Bicycle,v_CA16_5807: Bicycle.1,v_CA16_388: 15 to 64 years,v_CA16_418: Private households by household size,v_CA16_406: Population density per square kilometre,v_CA16_424: Number of persons in private households,v_CA16_478: Total - Census families in private households by family size - 100% data,v_CA16_485: Total couple families,v_CA16_491: Total - Couple census families in private households - 100% data,v_CA16_501: Total - Persons not in census families in private households - 100% data,v_CA16_509: Non-census-family households,v_CA16_504: Total - Private households by household type - 100% data,v_CA16_2201: Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2246: Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2297: Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2351: With employment income,v_CA16_2396: Total - Income statistics in 2015 for private households by household size - 100% data,"v_CA16_2406: Under $5,000","v_CA16_2407: $5,000 to $9,999","v_CA16_2408: $10,000 to $14,999","v_CA16_2416: $50,000 to $59,999","v_CA16_2417: $60,000 to $69,999","v_CA16_2418: $70,000 to $79,999","v_CA16_2419: $80,000 to $89,999","v_CA16_2420: $90,000 to $99,999",v_CA16_2465: Median total income in 2015 for persons aged 15 years and over not in economic families ($),v_CA16_2510: Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data,"v_CA16_2525: In low income based on the Low-income measure, after tax (LIM-AT)","v_CA16_2555: In low income based on the Low-income cut-offs, after tax (LICO-AT)","v_CA16_2570: Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)"
432,5350209.0,CT,Toronto,0.69308,2718,1338,1252,740,2610,2610,945,2610,1480,2285,2285,1310,20,20,67.8,1250,3922.1,2670,670,495,500,795,610,1250,2330,2330,2335,1520,1255,30,40,70,80,65,55,65,45,19840,2665,640,560,21.0
433,5350210.01,CT,Toronto,2.96012,3083,1008,971,230,2670,2670,1170,2670,1680,2225,2225,1515,20,20,75.3,970,1041.6,2610,795,675,670,325,210,970,2175,2175,2175,1705,970,10,5,10,55,70,50,40,50,43200,2610,205,140,5.4
434,5350210.02,CT,Toronto,0.94935,11390,9168,7016,4185,11410,11405,4565,11405,8250,10665,10665,7815,85,85,79.7,7015,12511.0,11385,3005,2625,2625,4450,4030,7015,10690,10690,10690,8480,7015,275,135,175,525,600,510,495,460,58089,11380,1730,1485,13.0
435,5350211.0,CT,Toronto,3.27116,6350,2512,2447,815,6345,6340,2315,6340,3620,5490,5490,3330,40,40,68.7,2450,1941.2,6340,1845,1470,1470,1035,690,2450,5490,5490,5490,3910,2450,20,25,45,180,180,175,150,140,35456,6345,495,410,6.5
436,5350212.0,CT,Toronto,1.7065400000000002,5704,2220,2169,740,5685,5685,1655,5690,3350,4775,4775,3080,25,25,68.6,2170,3397.9,5690,1635,1345,1350,895,600,2165,4775,4775,4775,3515,2170,35,20,35,155,120,145,125,110,36224,5685,490,440,7.7
437,5350213.01,CT,Toronto,0.94226,2666,1021,990,290,2660,2660,985,2660,1510,2290,2290,1370,15,15,65.2,990,2829.5,2665,780,660,665,380,250,990,2265,2265,2265,1605,990,10,10,5,65,65,55,45,40,39808,2660,180,145,5.5
438,5350213.02,CT,Toronto,7.044739999999999,6045,3246,3134,1625,5805,5800,2830,5805,4120,5275,5280,3840,0,0,77.0,3130,864.7,5845,1615,1365,1365,1820,1535,3135,5315,5310,5315,4220,3135,85,40,70,250,275,270,235,235,56934,5845,810,655,11.2
439,5350214.0,CT,Toronto,2.8237799999999997,5069,2466,2389,1075,5110,5110,1935,5105,3295,4485,4490,3140,15,15,73.2,2385,1794.9,5070,1440,1205,1205,1205,985,2390,4450,4455,4455,3425,2390,40,25,25,175,195,155,155,135,54418,5070,480,385,7.6
440,5350215.0,CT,Toronto,2.60049,6748,2991,2789,1050,6625,6625,2510,6625,3960,5710,5710,3750,55,55,68.4,2790,2600.0,6680,1940,1620,1620,1200,905,2790,5680,5685,5685,4185,2785,35,25,35,175,165,150,150,135,36864,6680,580,495,7.4
441,5350216.0,CT,Toronto,1.9993,5532,2238,2163,610,5440,5440,1320,5440,3040,4545,4540,2960,50,50,64.0,2160,2793.5,5440,1600,1435,1435,735,585,2165,4525,4530,4525,3355,2160,25,20,30,105,100,100,90,95,47019,5445,380,320,5.9
442,5350217.0,CT,Toronto,1.33055,5692,2917,2756,1415,5690,5690,2910,5690,3555,4825,4825,2915,50,50,73.5,2755,4704.5,5685,1530,1110,1105,1505,1245,2755,4840,4840,4840,3470,2755,95,60,130,275,235,180,130,90,32032,5690,1600,1250,22.0
443,5350218.0,CT,Toronto,0.6829999999999999,2652,1060,1025,240,2640,2635,535,2640,1340,2100,2100,1335,30,30,62.3,1025,3882.3,2655,770,695,695,320,260,1025,2130,2130,2130,1570,1025,5,5,10,35,40,45,35,50,63104,2650,100,95,3.6
444,5350219.0,CT,Toronto,1.36063,4427,1690,1644,485,4500,4500,1370,4500,2365,3660,3660,2155,50,50,63.5,1645,3254.0,4425,1270,1075,1075,585,410,1645,3655,3660,3660,2610,1645,20,10,15,80,100,95,75,80,41190,4425,235,200,4.5
445,5350220.0,CT,Toronto,1.32212,4177,1597,1584,485,4250,4245,1705,4250,2350,3575,3575,2245,20,20,65.3,1580,3219.5,4080,1175,975,975,615,435,1585,3495,3490,3490,2545,1580,10,15,20,135,110,100,90,85,37824,4075,390,305,7.5
446,5350221.01,CT,Toronto,1.64542,6377,2751,2725,915,6205,6205,2185,6200,2985,5535,5535,2870,20,20,59.2,2725,3925.8,6370,1880,1595,1595,1070,875,2725,5620,5620,5620,3660,2725,35,10,25,185,175,175,165,145,48427,6370,480,365,5.7
447,5350221.02,CT,Toronto,0.80501,5202,2167,2064,870,4855,4855,2440,4855,3005,4145,4150,2730,50,50,72.0,2065,6461.3,5010,1365,1040,1040,1020,750,2065,4255,4260,4255,3130,2060,60,40,65,220,175,160,135,105,35520,5010,1015,870,17.4
448,5350222.01,CT,Toronto,1.28483,6699,2626,2557,850,6695,6700,3140,6700,3695,5630,5625,3545,0,0,68.3,2560,5213.2,6690,1900,1545,1550,1065,735,2560,5655,5650,5650,4130,2560,45,20,35,205,210,185,175,140,43136,6695,715,620,9.3
449,5350222.02,CT,Toronto,1.2002,5141,1830,1782,475,4910,4910,2155,4910,2665,3890,3890,2230,15,15,62.8,1780,4283.1,4900,1390,1035,1040,645,435,1785,3880,3880,3880,2620,1780,25,45,50,150,95,80,80,70,28544,4895,1095,895,18.3
450,5350223.01,CT,Toronto,0.8724200000000001,1522,536,530,95,1510,1510,540,1505,785,1265,1270,790,10,10,63.5,530,1744.6,1520,460,395,390,140,90,530,1280,1280,1280,915,530,5,0,5,25,20,30,30,15,42112,1520,85,75,4.9
451,5350223.02,CT,Toronto,0.8724700000000001,2136,793,771,185,2115,2115,615,2120,1140,1835,1830,1135,0,0,67.3,770,2449.0,2120,610,525,530,245,170,770,1805,1810,1810,1325,770,10,5,10,30,20,50,40,40,38848,2120,130,120,5.7
452,5350224.0,CT,Toronto,1.04417,1696,578,573,75,1695,1695,450,1695,915,1400,1405,875,0,0,68.4,575,1624.1,1695,505,460,455,115,80,575,1400,1400,1405,1045,575,5,0,5,20,15,15,15,25,51200,1695,95,70,4.1
453,5350225.01,CT,Toronto,0.93466,4981,2387,2316,995,4980,4980,2280,4985,2680,4435,4435,2485,10,10,64.0,2315,5330.1,4980,1430,1155,1155,1145,910,2320,4460,4460,4455,2970,2315,45,20,30,175,205,155,135,115,47053,4980,680,555,11.1
454,5350225.02,CT,Toronto,0.3048,9706,5006,4859,2695,9445,9440,5095,9440,6165,8300,8300,5270,25,25,74.4,4860,31843.8,9445,2415,1845,1840,3065,2490,4860,8300,8300,8295,5960,4860,150,155,235,455,390,385,275,275,32128,9440,2635,2150,22.8
455,5350226.0,CT,Toronto,0.9533299999999999,3167,1262,1212,300,3030,3030,660,3025,1550,2495,2495,1435,0,0,62.6,1210,3321.8,3165,930,850,850,360,295,1215,2605,2605,2605,1865,1210,20,0,10,55,45,45,55,50,51264,3165,140,130,4.1
456,5350227.0,CT,Toronto,0.49183999999999994,1750,637,626,135,1850,1855,315,1850,965,1525,1525,995,0,0,65.1,625,3558.4,1750,515,460,465,155,120,625,1440,1445,1440,1035,625,5,5,5,20,15,15,20,20,60288,1750,60,55,3.1
457,5350228.0,CT,Toronto,0.883,3131,1418,1362,510,3050,3050,725,3050,1485,2665,2665,1430,30,30,58.9,1360,3829.5,3130,915,810,810,515,455,1360,2675,2675,2675,1820,1365,15,15,10,50,90,75,60,60,62208,3130,170,155,5.0
458,5350229.0,CT,Toronto,0.32031,1223,393,384,65,1235,1235,255,1235,615,895,900,570,0,0,59.2,385,3819.5,1120,320,285,285,90,70,385,870,865,870,650,385,5,0,5,10,15,10,10,10,49280,1125,45,40,3.6
459,5350230.01,CT,Toronto,1.50655,2537,1109,1082,395,2340,2340,765,2335,1290,2020,2020,1210,10,10,63.1,1085,1752.3,2400,710,585,585,455,395,1085,2115,2115,2115,1480,1080,20,10,20,75,60,75,65,50,49920,2400,205,175,7.3
460,5350230.02,CT,Toronto,0.9858399999999999,6537,2775,2606,910,6395,6395,3355,6395,3510,5550,5545,3330,10,10,64.3,2605,6631.2,6330,1840,1380,1380,1105,815,2605,5450,5450,5450,3735,2605,30,15,35,250,205,210,185,135,37600,6335,850,615,9.7
461,5350231.0,CT,Toronto,3.02848,6461,2722,2566,845,6460,6460,1820,6460,3485,5505,5505,3365,20,20,66.8,2570,2133.5,6460,1840,1580,1580,955,770,2570,5505,5505,5505,4010,2565,35,25,45,140,150,115,95,95,41779,6460,545,460,7.1
462,5350232.0,CT,Toronto,2.04605,3825,1348,1306,210,3740,3745,1000,3740,1805,3175,3170,1795,0,0,64.8,1305,1869.5,3825,1140,1030,1030,275,190,1310,3235,3235,3240,2340,1305,5,0,5,30,35,35,45,55,66944,3825,170,150,3.9
463,5350233.0,CT,Toronto,2.0806,5530,2032,1982,370,5610,5610,1915,5605,2925,4695,4695,2855,0,0,65.3,1985,2658.3,5525,1670,1415,1415,510,360,1980,4635,4630,4630,3230,1980,25,10,25,115,115,110,110,90,43968,5525,535,440,8.0
464,5350234.0,CT,Toronto,2.11718,4524,1645,1600,325,4445,4445,1700,4445,2225,3660,3660,2160,0,0,64.9,1600,2136.7,4515,1325,1080,1080,440,310,1600,3745,3745,3745,2585,1600,10,5,20,85,110,90,95,65,40448,4515,490,380,8.4
465,5350235.01,CT,Toronto,1.40707,2841,1009,997,240,2830,2835,1085,2835,1510,2420,2420,1500,10,10,66.7,995,2019.3,2840,845,695,700,340,195,1000,2440,2445,2440,1795,1000,10,0,5,45,55,70,60,50,41344,2840,165,130,4.6
466,5350235.02,CT,Toronto,1.07805,5277,2039,2010,565,5340,5335,2535,5335,2900,4655,4660,2700,15,15,65.9,2010,4894.7,5270,1550,1180,1180,770,525,2010,4575,4575,4575,3090,2010,30,10,25,160,160,155,130,120,36480,5270,620,495,9.4
467,5350236.01,CT,Toronto,0.98685,6646,2560,2519,845,6615,6615,3365,6615,3615,5625,5625,3185,15,15,65.3,2520,6734.9,6455,1845,1355,1350,1060,750,2520,5515,5515,5515,3725,2520,35,25,60,255,200,165,140,160,35669,6455,1085,815,12.6
468,5350236.02,CT,Toronto,4.07421,5946,2284,2256,635,5905,5905,2880,5905,3120,5155,5160,3005,10,10,65.3,2255,1504.1,5900,1745,1435,1440,785,580,2255,5135,5135,5130,3585,2255,15,10,20,145,150,150,160,155,43840,5895,525,380,6.4
469,5350237.01,CT,Toronto,1.1853200000000002,6816,2468,2410,750,6815,6810,3995,6815,3325,5370,5370,2745,0,0,62.9,2410,5750.4,6815,1845,1270,1275,1040,670,2410,5370,5370,5370,3395,2410,55,45,80,200,180,185,140,120,27307,6810,1815,1375,20.2
470,5350237.02,CT,Toronto,0.9550299999999999,2986,1077,1061,240,3035,3035,1245,3035,1555,2505,2500,1385,0,0,62.6,1060,3126.0,2980,865,715,715,360,225,1060,2465,2470,2465,1640,1065,5,5,10,85,75,60,70,55,33184,2980,320,220,7.4
471,5350237.03,CT,Toronto,1.0689799999999998,5638,2626,2544,1100,5580,5585,2500,5580,2850,4905,4905,2500,10,10,59.8,2545,5274.1,5640,1580,1220,1220,1280,1020,2545,4940,4940,4940,3010,2545,20,20,50,220,215,180,165,140,37152,5640,835,635,11.3
472,5350238.01,CT,Toronto,1.03807,3350,1259,1231,295,3425,3420,1110,3425,1795,2960,2960,1725,0,0,64.2,1230,3227.0,3345,995,855,855,350,260,1235,2910,2905,2905,2035,1230,5,10,5,65,75,75,60,55,45184,3345,210,140,4.2
473,5350238.02,CT,Toronto,0.98177,5244,2070,1953,615,5285,5285,2570,5285,2890,4335,4335,2515,10,10,64.8,1955,5342.3,5240,1505,1135,1135,780,520,1955,4290,4290,4290,2925,1950,15,20,30,185,170,140,120,110,34688,5245,915,715,13.6
474,5350239.0,CT,Toronto,2.55782,6481,2511,2383,695,6430,6430,2875,6430,3310,5190,5195,2845,25,25,66.4,2380,2561.6,6475,1860,1245,1250,925,590,2380,5235,5235,5240,3510,2385,35,40,60,200,175,180,105,130,33024,6475,1550,1235,19.1
475,5350240.01,CT,Toronto,1.2726899999999999,3366,1291,1263,285,3285,3285,1185,3290,1580,2845,2845,1580,10,10,59.7,1265,2644.8,3365,1030,890,890,360,265,1260,2900,2900,2900,1910,1260,5,5,10,60,65,55,75,65,40448,3365,140,100,3.0
476,5350240.02,CT,Toronto,1.04495,6043,2621,2558,975,5745,5740,2855,5745,2960,5005,5000,2620,0,0,57.2,2560,5782.8,5640,1635,1265,1265,1170,970,2555,4970,4970,4970,3170,2555,30,15,35,265,215,160,180,110,37984,5635,770,550,9.8
477,5350241.0,CT,Toronto,1.0982,3231,1030,1003,270,2790,2790,1070,2790,1510,2365,2365,1450,10,10,58.2,1000,2967.2,2805,825,700,700,340,220,1005,2390,2390,2390,1700,1000,5,5,10,60,55,50,55,65,35712,2805,195,155,5.5
478,5350242.0,CT,Toronto,0.67084,1674,610,575,155,1580,1580,725,1575,810,1290,1295,670,0,0,66.5,575,2759.2,1670,460,245,245,205,135,575,1300,1305,1305,820,575,10,15,30,50,35,20,30,20,21056,1675,515,385,23.0
479,5350243.01,CT,Toronto,0.31518,6658,2236,2142,985,6570,6570,3980,6570,2985,5035,5040,2040,10,10,61.1,2145,21129.8,6655,1560,1045,1045,1225,665,2140,5120,5120,5120,2625,2140,45,20,55,235,190,140,130,105,22229,6655,2435,1925,28.9
480,5350243.02,CT,Toronto,1.2154,3617,1342,1304,440,3695,3700,2005,3695,1935,3175,3180,1845,0,0,66.4,1305,2975.7,3610,1015,735,740,590,370,1305,3095,3095,3095,2010,1305,20,15,25,145,120,105,75,55,31287,3610,570,465,12.9
481,5350244.01,CT,Toronto,1.45046,5677,2009,1945,650,5705,5700,2790,5700,3060,4730,4730,2695,10,10,68.2,1945,3957.2,5675,1560,1105,1105,830,465,1945,4710,4710,4710,3095,1945,20,15,30,210,145,160,135,125,30144,5675,1065,805,14.2
482,5350244.02,CT,Toronto,1.46584,3779,1335,1274,460,3745,3745,1940,3745,1865,2910,2910,1480,10,10,66.0,1275,2640.3,3770,1010,585,580,550,325,1270,2935,2935,2930,1840,1270,20,35,50,110,120,80,55,40,21600,3775,1130,890,23.6
483,5350245.0,CT,Toronto,1.42111,6934,2672,2567,885,6845,6845,3410,6845,3860,5690,5685,3220,25,25,69.5,2565,4879.7,6930,1930,1335,1335,1175,755,2570,5795,5795,5795,3875,2565,55,40,85,255,200,155,155,140,29120,6935,1375,1170,16.9
484,5350246.0,CT,Toronto,1.0727,3595,1317,1279,505,3515,3515,1560,3510,1895,3035,3035,1660,0,0,65.2,1280,3351.0,3425,955,765,765,590,395,1275,2925,2925,2930,1960,1280,15,55,55,80,75,75,75,85,21056,3425,555,470,13.7
485,5350247.01,CT,Toronto,17.35024,8727,2931,2748,930,8630,8630,5065,8630,4790,7275,7275,4400,10,10,72.4,2745,504.8,8630,2305,1830,1830,1385,720,2750,7275,7275,7275,5115,2750,65,45,60,220,215,220,180,180,26880,8630,1395,1185,13.7
486,5350247.02,CT,Toronto,3.22582,7167,2537,2385,745,7165,7165,3830,7165,3865,6055,6055,3530,20,20,67.1,2385,2221.5,7165,2050,1690,1695,960,545,2385,6055,6060,6055,4070,2385,50,20,35,220,185,180,165,130,30784,7165,885,780,10.9
487,5350248.02,CT,Toronto,1.23696,5671,1864,1784,635,5595,5595,3135,5595,2570,4270,4270,1830,0,0,66.4,1785,4688.3,5595,1325,680,685,870,565,1785,4270,4270,4270,2415,1785,25,105,150,145,120,105,65,75,16576,5595,2070,1740,31.1
488,5350248.03,CT,Toronto,3.7960800000000003,2619,789,754,295,2600,2600,1630,2600,1365,2160,2160,1315,0,0,71.6,755,701.7,2620,715,550,550,355,125,755,2225,2220,2225,1555,755,5,5,10,70,80,75,50,50,24992,2615,330,265,10.1
489,5350248.04,CT,Toronto,1.51177,4771,1671,1496,900,4715,4715,2700,4715,2430,4050,4050,2345,30,30,69.5,1495,3220.0,4610,1175,845,845,1040,450,1500,3940,3940,3935,2745,1495,30,30,35,125,120,125,90,75,17643,4610,850,840,18.2
490,5350248.05,CT,Toronto,1.15519,4332,1413,1310,610,4085,4085,2535,4085,2180,3585,3585,1865,0,0,67.9,1310,3859.9,4170,1050,810,810,925,405,1310,3630,3630,3630,2325,1310,40,25,40,105,80,90,80,65,17232,4175,790,770,18.4
491,5350249.01,CT,Toronto,0.82975,4650,1428,1341,300,4515,4515,2915,4515,2305,3835,3830,2035,0,0,66.1,1340,5603.8,4650,1355,1115,1115,535,205,1340,3995,3995,3995,2645,1345,10,15,15,115,105,100,105,85,23552,4650,485,385,8.3
492,5350249.03,CT,Toronto,2.96801,5696,1704,1592,375,5695,5690,3470,5690,3065,4720,4725,2685,0,0,70.6,1590,1922.3,5695,1570,1165,1165,670,255,1595,4725,4725,4725,3245,1590,25,20,20,160,150,145,125,115,26752,5690,960,710,12.5
493,5350249.04,CT,Toronto,0.6863199999999999,3344,999,952,265,3480,3480,2220,3480,1860,2870,2870,1530,15,15,66.7,955,4872.5,3340,885,720,715,435,155,950,2710,2710,2715,1710,955,10,10,15,90,75,65,65,55,24704,3340,665,535,16.0
494,5350249.05,CT,Toronto,0.64364,5476,1584,1534,315,5430,5430,3905,5430,2920,4225,4230,2115,0,0,69.6,1535,8507.1,5430,1465,1130,1130,530,195,1535,4230,4225,4225,2635,1535,30,25,40,175,165,130,85,70,18656,5430,1720,1320,24.3
495,5350250.01,CT,Toronto,1.40913,5432,1618,1545,510,5100,5100,3005,5100,2745,4295,4295,2215,0,0,65.9,1545,3940.2,5210,1420,1100,1100,715,275,1545,4290,4295,4290,2735,1545,20,20,30,150,135,85,110,100,24789,5215,1045,875,16.8
496,5350250.02,CT,Toronto,1.99197,4928,1854,1735,550,5020,5020,2455,5025,2620,4100,4100,2320,15,15,64.5,1735,2559.7,4910,1385,1015,1010,770,445,1735,4105,4105,4105,2685,1735,20,15,35,140,135,100,100,85,28075,4910,755,610,12.4
497,5350250.04,CT,Toronto,0.50556,6206,2057,1994,655,6275,6270,3960,6275,3350,4605,4605,2600,10,10,67.4,1995,12840.9,6200,1630,1030,1030,975,460,1995,4585,4585,4590,3120,1995,45,25,35,270,205,165,110,100,26464,6205,1895,1510,24.3
498,5350250.05,CT,Toronto,0.70576,7607,2288,2270,675,7535,7535,5360,7535,4020,5925,5930,2860,10,10,68.9,2270,11273.0,7605,1965,1405,1410,880,425,2270,5950,5945,5945,3480,2270,30,30,35,270,245,175,160,115,28352,7605,2320,1650,21.7
499,5350260.01,CT,Toronto,0.7288,6748,2431,2398,885,6600,6600,4465,6600,3530,5555,5555,2995,10,10,67.9,2395,9423.3,6740,1750,1440,1435,1110,745,2400,5690,5695,5695,3610,2395,35,25,50,255,240,190,155,125,30933,6740,1560,1155,17.1
500,5350260.04,CT,Toronto,0.1881,4147,1498,1480,530,4170,4175,2775,4175,2170,3185,3180,1525,10,10,65.0,1480,22046.8,4145,1035,815,820,720,480,1480,3210,3215,3210,1780,1480,65,40,65,125,95,75,80,50,17920,4140,1850,1485,35.9
501,5350260.05,CT,Toronto,0.2543,4020,1369,1332,370,4035,4035,2170,4035,1870,2835,2840,1065,10,10,65.2,1335,15808.1,4020,1030,665,665,485,335,1330,2845,2845,2845,1380,1330,105,50,80,115,80,50,30,25,19872,4015,2450,1980,49.3
502,5350260.06,CT,Toronto,0.95204,3348,1132,1116,415,3295,3295,2105,3295,1965,2650,2650,1580,0,0,71.5,1115,3603.9,3345,875,605,605,520,300,1115,2615,2620,2615,1780,1115,25,20,40,110,95,70,65,55,31872,3345,1040,865,25.9
503,5350260.07,CT,Toronto,0.35736999999999997,3670,1534,1504,550,3810,3810,2510,3810,2005,3310,3310,1695,20,20,62.1,1505,10693.5,3665,1030,835,830,680,520,1505,3175,3175,3175,2000,1500,25,10,15,140,155,140,105,95,40422,3665,705,480,13.1
504,5350261.0,CT,Toronto,1.92395,5501,2284,2194,960,5180,5180,3040,5180,2640,4465,4465,2025,0,0,60.3,2195,2881.0,5180,1365,885,885,1150,915,2195,4465,4465,4465,2505,2195,35,110,130,140,145,120,115,75,18616,5180,1535,1220,23.6
505,5350262.01,CT,Toronto,0.67091,5736,2752,2728,1270,5845,5845,2850,5845,3395,4890,4890,2910,0,0,68.5,2725,8549.7,5730,1570,1155,1155,1465,1190,2725,4890,4890,4890,3335,2730,60,45,80,280,240,200,150,115,36544,5730,1225,960,16.8
506,5350262.02,CT,Toronto,2.16555,6273,2526,2490,965,6160,6155,3290,6160,3405,5195,5195,2810,20,20,67.4,2490,2931.9,6270,1700,1290,1290,1120,850,2490,5195,5195,5200,3330,2490,85,50,70,220,185,170,120,100,32256,6270,1695,1280,20.4
507,5350263.02,CT,Toronto,2.00598,3471,1680,1629,735,3445,3445,1675,3445,1775,3035,3030,1640,15,15,61.1,1630,1730.1,3330,925,760,760,825,725,1630,2925,2920,2920,1990,1625,35,25,35,115,135,100,105,80,50432,3325,450,370,11.1
508,5350263.03,CT,Toronto,1.56059,4906,2106,2060,920,4475,4475,2190,4475,2710,3825,3825,2465,15,15,67.1,2060,3143.3,4575,1270,990,995,990,825,2060,3940,3935,3935,2835,2060,45,35,50,210,170,130,115,105,44544,4575,730,595,13.0
509,5350263.04,CT,Toronto,0.69962,6531,3616,3536,1805,6380,6375,3485,6380,3610,5765,5770,3070,0,0,59.4,3535,9694.2,6395,1770,1435,1435,2040,1800,3535,5770,5770,5770,3675,3535,95,50,65,315,305,295,220,230,49719,6395,1120,845,13.2
510,5350264.0,CT,Toronto,3.4653400000000003,1301,482,435,85,1305,1305,625,1305,600,1135,1140,595,0,0,65.0,435,375.4,1300,375,320,325,150,80,435,1145,1140,1145,715,435,10,5,5,15,10,10,5,10,61312,1300,170,160,12.3
511,5350265.0,CT,Toronto,2.6864,4756,1855,1742,470,4650,4650,1355,4645,2315,3820,3820,2070,25,25,62.8,1740,1773.2,4680,1340,1205,1210,505,415,1745,3825,3830,3830,2595,1740,40,15,20,50,55,35,65,65,88576,4680,365,335,7.2
512,5350266.0,CT,Toronto,2.7633799999999997,3209,1141,1064,205,3235,3235,1165,3235,1625,2790,2790,1495,10,10,68.8,1065,1163.8,3205,930,825,825,260,170,1065,2775,2775,2775,1825,1065,30,5,10,35,30,30,25,30,62336,3205,275,280,8.7
513,5350267.0,CT,Toronto,2.71113,6368,2133,2062,410,6415,6415,3120,6415,3165,5270,5270,3065,10,10,63.5,2065,2350.9,6365,1835,1650,1650,525,295,2060,5275,5270,5270,3535,2060,35,20,20,75,90,70,65,65,45696,6365,640,560,8.8
514,5350268.0,CT,Toronto,3.0571,6419,2938,2837,1185,6285,6285,2735,6285,3065,5495,5490,2765,25,25,58.8,2835,2120.7,6335,1800,1515,1515,1310,1085,2840,5500,5495,5495,3510,2835,55,25,65,215,185,185,150,125,47104,6335,765,645,10.2
515,5350269.01,CT,Toronto,0.75312,5056,2354,2081,955,5010,5010,3035,5010,2885,4280,4280,2330,0,0,73.1,2085,6811.3,5055,1345,890,895,1120,775,2080,4290,4290,4285,2765,2080,105,45,85,215,170,145,110,80,28800,5055,1670,1385,27.4
516,5350269.02,CT,Toronto,1.76908,2569,951,923,185,2610,2605,1010,2605,1375,2185,2190,1345,10,10,65.6,925,1477.8,2565,775,665,665,250,175,925,2180,2175,2175,1565,920,10,10,10,45,45,40,55,40,53376,2565,230,210,8.2
517,5350270.01,CT,Toronto,1.1240700000000001,4980,2117,1953,755,5030,5030,2440,5035,2865,4240,4240,2525,0,0,69.3,1950,4431.0,4975,1355,995,995,945,640,1950,4155,4155,4155,2835,1955,50,35,35,200,150,160,105,115,34752,4975,905,740,14.9
518,5350270.02,CT,Toronto,0.75775,4264,1636,1611,460,4200,4200,1435,4200,2205,3330,3335,2000,0,0,65.8,1610,5639.5,4255,1200,875,870,615,450,1610,3420,3420,3420,2370,1615,45,10,30,125,135,100,110,95,38315,4255,725,560,13.2
519,5350271.01,CT,Toronto,0.8935,2429,899,893,230,2550,2550,930,2550,1365,2155,2155,1305,15,15,64.5,895,2718.5,2425,720,590,590,300,200,890,2060,2055,2060,1435,895,10,5,10,60,45,50,50,45,43648,2430,200,165,6.8
520,5350271.02,CT,Toronto,0.7092,4815,1765,1749,540,4685,4685,2105,4685,2410,3795,3795,2010,10,10,65.8,1750,6791.3,4805,1345,1010,1010,625,445,1750,3890,3895,3890,2535,1750,50,20,50,135,135,105,110,80,29472,4810,1100,850,17.7
521,5350272.01,CT,Toronto,0.4552,5987,2408,2342,975,5925,5925,3495,5925,3340,4845,4845,2730,0,0,70.9,2340,13152.5,5985,1600,1065,1065,1155,805,2345,4895,4900,4895,3300,2340,55,45,70,245,225,155,140,100,29600,5980,1695,1350,22.6
522,5350272.02,CT,Toronto,0.99884,4705,1791,1763,555,4710,4710,2755,4715,2565,4060,4060,2325,10,10,65.7,1765,4711.1,4655,1315,1030,1030,745,520,1765,4010,4010,4010,2720,1765,20,15,25,175,120,125,110,95,37547,4660,625,495,10.6
523,5350273.01,CT,Toronto,3.2065799999999998,4014,1311,1231,215,3865,3860,1745,3860,1930,3245,3250,1850,10,10,65.0,1230,1258.9,3905,1130,975,970,310,160,1230,3275,3270,3275,2180,1230,15,15,20,40,55,50,40,40,33920,3905,475,405,10.4
524,5350273.02,CT,Toronto,1.28882,4160,1530,1477,400,4180,4180,2230,4185,2090,3565,3565,1910,10,10,64.3,1475,3228.1,4135,1240,1020,1020,465,290,1475,3535,3540,3535,2245,1475,45,20,30,75,55,65,40,65,40128,4135,775,635,15.4
525,5350274.01,CT,Toronto,1.52481,4900,1788,1756,550,4820,4815,2420,4820,2665,4005,4010,2465,0,0,69.2,1755,3213.3,4900,1385,1115,1115,665,425,1755,4090,4095,4090,2865,1755,45,25,35,115,110,110,100,80,36267,4900,820,715,14.6
