GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_5807: Bicycle,v_CA16_61: 15 to 64 years,v_CA16_388: 15 to 64 years,v_CA16_418: Private households by household size,v_CA16_406: Population density per square kilometre,v_CA16_424: Number of persons in private households,v_CA16_478: Total - Census families in private households by family size - 100% data,v_CA16_485: Total couple families,v_CA16_491: Total - Couple census families in private households - 100% data,v_CA16_501: Total - Persons not in census families in private households - 100% data,v_CA16_509: Non-census-family households,v_CA16_504: Total - Private households by household type - 100% data,v_CA16_2201: Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2246: Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2297: Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2351: With employment income,v_CA16_2396: Total - Income statistics in 2015 for private households by household size - 100% data,"v_CA16_2406: Under $5,000","v_CA16_2407: $5,000 to $9,999","v_CA16_2408: $10,000 to $14,999","v_CA16_2416: $50,000 to $59,999","v_CA16_2417: $60,000 to $69,999","v_CA16_2418: $70,000 to $79,999","v_CA16_2419: $80,000 to $89,999","v_CA16_2420: $90,000 to $99,999",v_CA16_2465: Median total income in 2015 for persons aged 15 years and over not in economic families ($),v_CA16_2510: Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data,"v_CA16_2525: In low income based on the Low-income measure, after tax (LIM-AT)","v_CA16_2555: In low income based on the Low-income cut-offs, after tax (LICO-AT)","v_CA16_2570: Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)"
5350340.00,CT,Toronto,1.27488,6771,2557,2457,15,4735,69.9,2455,5310.6,6765,1845,1490,1490,1085,685,2460,5495,5500,5495,3665,2455,60,40,95,190,170,130,125,110,24896,6765,1880,1605,23.7
5350341.02,CT,Toronto,0.77866,4379,1860,1777,10,2820,64.5,1775,5624.9,4160,1040,855,850,1120,805,1775,3560,3560,3560,2175,1775,45,60,75,165,120,105,85,65,22438,4160,1200,1005,24.2
5350341.03,CT,Toronto,0.40538,3436,1465,1334,0,2320,67.7,1335,8475.6,3430,840,565,565,610,510,1335,2480,2480,2480,1275,1335,35,150,190,80,55,35,30,15,11944,3430,2250,1790,52.2
5350341.04,CT,Toronto,0.67099,6030,2261,2171,25,4180,69.2,2175,8986.6,6015,1500,1115,1115,1105,750,2170,4710,4710,4710,2810,2170,65,80,145,190,175,110,95,100,18624,6015,2345,1965,32.7
5350342.00,CT,Toronto,1.23297,7561,2414,2376,25,5305,70.2,2375,6133.2,7430,2075,1590,1590,925,480,2380,6010,6010,6010,4205,2375,25,20,60,230,175,145,145,150,27891,7430,1475,1150,15.5
5350343.00,CT,Toronto,1.09816,4218,1620,1517,0,2925,69.3,1515,3841.5,4155,1150,855,855,720,445,1515,3515,3515,3515,2200,1520,30,35,70,105,105,100,80,70,20672,4155,985,855,20.6
5350344.01,CT,Toronto,1.06274,5186,1990,1880,10,3510,67.8,1880,4879.1,5180,1405,1055,1055,1005,600,1880,4435,4435,4435,2780,1880,40,25,45,170,120,120,120,90,21018,5180,1090,940,18.1
5350344.02,CT,Toronto,0.22083,3365,1850,1829,0,2320,68.9,1830,15240.0,3365,845,520,525,1100,1000,1830,2890,2895,2890,1625,1830,25,140,230,150,105,105,70,55,19040,3365,1395,1165,34.6
5350345.00,CT,Toronto,0.78754,3938,1328,1258,15,2755,69.9,1255,5000.6,3930,1075,825,830,610,275,1260,3340,3340,3340,2205,1260,10,10,25,110,85,80,85,85,23744,3925,600,530,13.5
5350346.01,CT,Toronto,1.51998,4634,1717,1609,20,3210,69.3,1605,3048.9,4625,1250,865,865,695,430,1610,3660,3660,3655,2380,1610,30,30,70,155,120,125,75,60,24512,4630,1415,1145,24.7
5350346.02,CT,Toronto,0.40049,5388,2066,2029,10,3810,70.8,2030,13449.8,5385,1490,1030,1030,920,600,2025,4365,4365,4365,2955,2030,50,20,75,180,185,175,115,110,28864,5385,1350,1000,18.6
5350347.00,CT,Toronto,1.50409,2833,931,924,10,2125,75.1,925,1883.4,2635,750,600,600,370,215,925,2205,2205,2205,1670,920,15,5,10,50,85,90,75,90,44608,2635,255,210,8.0
5350348.00,CT,Toronto,2.31904,5601,2007,1972,40,3700,66.2,1975,2417.9,5315,1530,1200,1205,805,520,1970,4515,4515,4515,3180,1975,20,10,25,160,165,145,150,135,42057,5315,540,430,8.1
5350349.00,CT,Toronto,0.87617,5720,2335,2309,25,4100,71.7,2310,6528.9,5720,1525,1055,1055,1230,855,2305,4780,4780,4785,3230,2310,50,45,90,235,185,155,130,100,27115,5720,1450,1125,19.7
5350350.00,CT,Toronto,3.36166,5419,2063,1986,20,3540,65.3,1990,1612.0,5350,1450,1115,1115,970,630,1985,4510,4510,4510,2925,1985,35,25,65,155,165,130,110,85,25451,5350,960,780,14.6
5350351.01,CT,Toronto,0.97486,5497,2130,2051,10,3710,67.4,2055,5639.1,5480,1520,1115,1115,995,645,2050,4595,4595,4600,2895,2050,45,55,95,165,160,155,110,95,24320,5480,1250,1015,18.5
5350351.02,CT,Toronto,0.56565,2756,1116,1088,10,1915,69.5,1085,4871.8,2740,765,540,540,580,375,1085,2340,2335,2335,1510,1090,25,20,35,120,95,70,55,55,28992,2740,575,515,18.8
5350352.00,CT,Toronto,1.12712,5309,1945,1892,15,3590,67.7,1890,4709.5,5185,1405,1095,1095,915,580,1895,4355,4360,4355,2875,1890,30,25,45,185,155,130,100,90,28736,5185,1015,760,14.7
5350353.02,CT,Toronto,1.21341,5305,1697,1649,0,3540,66.7,1650,4372.4,5300,1445,1120,1115,665,340,1650,4340,4340,4340,2800,1650,25,10,20,145,140,130,100,95,28096,5295,1010,815,15.4
5350353.03,CT,Toronto,0.40919,3107,1100,1075,0,2130,68.6,1075,7596.6,3105,860,660,660,470,285,1075,2605,2605,2605,1745,1075,15,15,20,120,95,80,70,55,28864,3105,495,355,11.4
5350353.04,CT,Toronto,0.62956,4509,1650,1590,10,2985,66.2,1590,7162.8,4510,1210,845,845,680,445,1590,3595,3595,3595,2170,1590,20,40,85,125,105,95,75,65,21440,4510,1475,1195,26.5
5350354.00,CT,Toronto,1.33283,5403,1826,1695,25,3595,66.5,1695,4053.3,5200,1450,1155,1155,760,390,1695,4415,4415,4415,3010,1695,15,20,30,125,125,135,100,120,30336,5200,770,695,13.4
5350355.02,CT,Toronto,1.105,5214,1980,1919,0,3460,66.3,1920,4718.1,5205,1475,1045,1045,845,540,1920,4415,4420,4415,2805,1920,20,25,50,185,160,125,125,75,29525,5210,1035,825,15.8
5350355.04,CT,Toronto,0.577,5270,1810,1776,0,3480,65.9,1775,9131.9,4935,1345,930,930,780,485,1775,3990,3990,3990,2705,1775,30,15,40,175,160,160,105,85,30272,4935,1245,1015,20.6
5350355.05,CT,Toronto,0.31432,3033,1056,993,0,1955,64.3,995,9650.0,2855,760,475,475,490,275,995,2230,2230,2230,1385,995,10,20,40,105,100,60,65,35,22752,2855,890,680,23.8
5350355.06,CT,Toronto,0.1923,1643,603,559,0,1090,66.5,560,8543.9,1640,455,235,230,210,130,560,1240,1245,1240,750,560,5,15,30,50,30,30,20,20,18368,1635,635,480,29.4
5350356.00,CT,Toronto,1.55598,4833,1633,1555,15,3075,63.6,1555,3109.4,4625,1270,1035,1035,680,390,1555,3875,3875,3880,2565,1555,20,15,20,140,140,120,95,85,30528,4630,620,505,10.9
5350357.01,CT,Toronto,1.05106,7123,2490,2404,0,4355,61.2,2405,6776.7,7120,1805,1390,1395,1145,805,2405,5500,5500,5500,2880,2405,35,70,80,240,190,130,105,75,18764,7120,2745,2110,29.6
5350357.02,CT,Toronto,1.10589,4940,1774,1693,0,3200,64.8,1695,4467.0,4930,1375,765,765,680,415,1690,3725,3720,3725,2075,1690,35,50,120,130,90,85,75,50,16832,4930,2135,1780,36.1
5350358.01,CT,Toronto,1.11013,3397,1180,1129,10,2245,66.0,1130,3060.4,3400,985,730,730,450,230,1125,2865,2860,2865,1865,1130,10,15,25,85,80,90,60,80,31424,3395,580,475,14.0
5350358.02,CT,Toronto,0.61791,4732,2021,1955,0,3125,66.1,1955,7657.0,4720,1200,760,760,1070,830,1955,3930,3930,3930,2325,1955,25,95,145,155,155,110,85,65,19968,4720,1410,1175,24.9
5350358.03,CT,Toronto,1.09741,5598,2304,2217,10,3915,70.0,2220,5101.1,5445,1355,875,875,1235,935,2215,4540,4540,4540,2690,2220,50,190,240,150,115,110,115,115,15264,5445,1795,1520,27.9
5350359.00,CT,Toronto,2.23634,7558,2773,2687,0,5100,67.5,2685,3380.0,7405,2010,1225,1225,1230,790,2685,6025,6025,6025,3575,2690,45,80,135,235,170,140,150,105,21158,7405,2320,1915,25.9
5350360.00,CT,Toronto,4.55616,6107,2040,1998,10,4130,67.6,1995,1352.0,5985,1745,1365,1365,680,355,1995,5035,5035,5035,3510,1995,5,15,15,170,160,155,155,135,42240,5990,675,525,8.8
5350361.01,CT,Toronto,2.95729,5804,1963,1928,0,3790,65.2,1925,1981.7,5790,1740,1505,1505,460,265,1930,4960,4960,4960,3445,1930,10,10,20,80,100,95,130,95,43584,5790,430,350,6.0
5350361.02,CT,Toronto,2.46272,7558,2476,2451,0,5035,66.6,2450,3075.6,7550,2270,1925,1920,570,300,2450,6235,6235,6230,4540,2450,10,15,15,130,130,140,165,175,43776,7550,400,355,4.7
5350362.01,CT,Toronto,2.52879,6300,2153,2083,0,4240,67.4,2085,2540.7,6260,1780,1310,1315,780,445,2085,5250,5250,5250,3610,2080,15,15,30,175,175,140,150,135,39520,6260,700,625,10.0
5350362.02,CT,Toronto,1.94349,5628,1731,1626,15,3930,69.8,1625,2895.8,5620,1565,1345,1345,625,235,1630,4875,4870,4870,3315,1625,20,5,20,100,100,85,95,80,29120,5615,510,435,7.7
5350362.03,CT,Toronto,3.30258,6866,2176,2074,10,4630,67.4,2075,2107.9,6855,1945,1650,1655,870,325,2075,6060,6055,6060,4085,2075,40,20,25,130,130,115,100,130,17360,6855,805,800,11.7
5350362.04,CT,Toronto,1.35308,5019,1796,1756,0,3200,63.7,1755,3709.5,4825,1340,985,985,805,535,1755,4190,4190,4190,2840,1760,20,10,20,150,140,140,125,105,37088,4825,450,370,7.7
5350363.02,CT,Toronto,1.19757,3253,1115,1106,0,2170,66.8,1105,2716.5,3250,930,740,745,420,245,1105,2800,2800,2800,1920,1105,15,10,10,95,75,95,80,75,35264,3250,310,230,7.1
5350363.04,CT,Toronto,1.12713,3668,1119,1106,0,2585,70.2,1105,3254.1,3665,1015,800,800,435,190,1110,3100,3100,3100,2140,1105,15,10,25,90,85,85,55,60,23744,3665,550,420,11.5
5350363.05,CT,Toronto,0.50329,4538,1776,1694,0,3230,71.2,1695,9018.3,4530,1150,700,695,955,585,1695,3565,3565,3565,2200,1690,85,75,130,155,110,65,65,55,14080,4530,2100,1740,38.4
5350363.06,CT,Toronto,0.82891,7307,3439,3326,0,5350,73.2,3325,8815.3,7300,2085,1590,1585,1805,1315,3325,6290,6290,6290,4210,3325,195,85,110,345,300,245,215,180,32704,7300,1995,1620,22.2
5350363.07,CT,Toronto,2.27654,5338,1971,1925,0,3660,68.5,1925,2344.6,5230,1300,975,970,1085,700,1925,4240,4235,4240,2325,1925,45,135,180,150,120,105,60,45,14059,5235,2340,1975,37.7
5350364.01,CT,Toronto,2.90673,5996,2034,1973,10,3905,65.1,1975,2062.7,5710,1575,1235,1235,860,500,1975,4810,4810,4810,3100,1975,25,30,50,135,155,140,120,120,24704,5710,1125,885,15.5
5350364.02,CT,Toronto,0.74379,3053,1004,957,0,1990,65.2,960,4104.6,2930,820,670,675,405,205,955,2460,2460,2460,1665,955,5,5,20,90,85,70,60,65,30912,2925,395,325,11.1
5350365.00,CT,Toronto,1.5674,6497,2028,1946,0,4465,68.7,1945,4145.3,6500,1745,1410,1415,915,375,1945,5435,5435,5435,3505,1945,25,25,30,190,135,160,150,110,21901,6495,1125,1015,15.6
5350366.00,CT,Toronto,1.44064,6136,2143,2069,10,4155,67.7,2070,4260.2,6125,1740,1285,1290,855,470,2070,5105,5105,5105,3260,2065,30,35,70,185,145,135,125,115,24512,6125,1230,1030,16.8
5350367.01,CT,Toronto,0.71324,4710,1398,1375,0,3315,70.5,1375,6605.9,4705,1235,1010,1010,625,230,1375,3755,3755,3760,2440,1375,35,25,40,170,125,95,100,60,14336,4705,1405,1150,24.4
5350367.02,CT,Toronto,1.03068,3548,1218,1186,20,2265,63.7,1190,3442.7,3545,1020,820,820,510,255,1185,3025,3020,3025,1945,1190,10,10,15,85,75,95,85,80,29760,3550,420,370,10.4
5350368.01,CT,Toronto,0.88847,6843,3786,3582,10,5385,78.6,3580,7702.6,6845,1760,1415,1415,2495,1850,3580,6270,6270,6270,3940,3580,530,130,135,320,290,210,190,140,19392,6845,2335,2035,29.7
5350368.02,CT,Toronto,1.57328,4315,1464,1399,0,2395,55.6,1395,2742.5,3780,1065,880,880,655,415,1400,3285,3285,3285,2020,1400,20,25,30,95,80,105,85,85,20320,3780,630,550,14.6
5350369.00,CT,Toronto,2.4665,8094,2520,2441,10,5255,64.9,2440,3281.6,7975,2140,1680,1680,885,465,2440,6300,6300,6300,3900,2440,25,35,40,250,210,185,140,135,32576,7975,2070,1560,19.6
5350370.01,CT,Toronto,1.76665,9977,3792,3725,10,6785,68.0,3725,5648.2,9740,2705,2005,2000,1650,1155,3725,7945,7940,7945,5185,3725,65,80,145,365,340,260,235,190,28288,9740,2660,1925,19.8
5350370.02,CT,Toronto,2.27382,5580,1849,1803,20,3735,66.9,1805,2454.0,5325,1480,1155,1155,800,435,1800,4420,4415,4420,2985,1805,30,25,35,175,140,150,125,95,27552,5330,1025,840,15.8
5350370.03,CT,Toronto,0.85723,4137,1409,1357,10,2860,69.1,1360,4826.2,4130,1140,850,850,565,315,1355,3410,3415,3410,2290,1355,10,10,25,130,95,85,85,80,30421,4125,740,625,15.2
5350371.00,CT,Toronto,3.71523,7626,2691,2570,20,5070,66.4,2570,2052.7,7345,2060,1635,1640,1130,675,2570,6240,6240,6240,4140,2570,35,45,55,200,175,180,160,160,30144,7340,1335,1020,13.9
5350372.00,CT,Toronto,1.33184,4346,1504,1440,0,2950,67.9,1440,3263.0,4335,1225,1005,1000,605,300,1440,3730,3735,3730,2535,1440,15,5,20,115,105,95,90,85,33408,4335,510,405,9.3
5350373.00,CT,Toronto,0.96069,4806,1869,1801,15,3325,69.0,1800,5002.1,4805,1315,980,980,935,570,1800,4070,4070,4070,2695,1800,40,25,55,150,140,115,100,75,26560,4805,1030,910,18.9
5350374.01,CT,Toronto,1.18795,4848,1717,1656,15,3365,69.3,1660,4081.8,4850,1415,1125,1125,650,345,1655,4155,4155,4155,2795,1655,30,20,25,140,130,110,120,90,30784,4850,855,690,14.2
5350374.02,CT,Toronto,0.80225,3215,1084,1053,10,2120,65.8,1050,4007.7,3210,955,770,770,420,200,1055,2820,2820,2820,1780,1050,10,10,20,100,90,70,65,55,22976,3210,460,435,13.6
5350374.03,CT,Toronto,0.80821,4184,1718,1655,0,2665,63.7,1655,5176.9,4180,1140,865,865,955,600,1655,3670,3670,3670,2140,1655,35,25,55,125,110,105,85,70,17782,4180,1130,1000,23.9
5350375.01,CT,Toronto,0.95309,6324,2817,2733,15,3820,60.4,2730,6633.1,6315,1780,1300,1300,1370,1045,2735,5525,5525,5525,2930,2735,90,95,135,220,150,135,125,85,18487,6310,2080,1685,26.7
5350375.02,CT,Toronto,0.61463,1959,702,694,0,1220,62.5,695,3214.1,1955,570,480,480,230,160,695,1670,1675,1670,1100,690,5,5,0,35,40,35,30,45,34944,1950,170,140,7.2
5350375.03,CT,Toronto,0.81361,5318,1917,1866,0,3565,67.1,1865,6537.2,5315,1485,1085,1085,835,470,1865,4380,4375,4380,2685,1870,25,35,80,165,135,100,115,75,21120,5315,1670,1315,24.7
5350375.04,CT,Toronto,0.92428,5300,1667,1633,0,3700,69.7,1630,5733.4,5295,1500,1160,1160,750,260,1630,4545,4540,4540,2965,1635,35,15,20,130,130,135,110,95,18432,5295,1005,855,16.1
5350375.05,CT,Toronto,1.13069,7208,2484,2449,10,4610,63.9,2450,6374.8,6765,1955,1570,1570,935,600,2445,5815,5815,5815,3780,2450,75,25,45,215,170,185,135,115,29504,6765,1155,965,14.3
5350376.01,CT,Toronto,1.04665,5094,1697,1584,10,3515,69.1,1580,4866.3,5080,1405,995,995,775,325,1580,4290,4290,4290,2600,1585,40,40,65,135,110,85,70,60,16928,5080,1495,1335,26.3
5350376.02,CT,Toronto,0.8583,5176,1656,1614,15,3505,67.7,1615,6067.3,5175,1470,1115,1115,760,300,1615,4295,4295,4295,2710,1615,20,20,25,160,135,130,85,80,19888,5170,1380,1155,22.3
5350376.04,CT,Toronto,1.19406,5460,1866,1804,0,3215,58.8,1805,4572.9,5125,1535,1250,1250,675,375,1805,4415,4415,4415,2585,1805,65,20,45,115,125,115,115,95,22208,5125,1190,970,18.9
5350376.05,CT,Toronto,1.30767,6860,2045,1998,10,4595,67.0,1995,5328.2,6850,1940,1575,1575,1235,380,2000,5955,5955,5955,3575,1995,40,25,35,150,175,145,110,105,17488,6850,1290,1565,22.8
5350376.06,CT,Toronto,2.19192,484,229,219,0,65,12.4,220,220.8,320,80,65,65,145,135,220,315,315,315,45,220,5,0,5,15,10,5,5,5,22944,320,130,85,26.6
5350376.08,CT,Toronto,0.87879,6157,2176,2123,15,3965,64.4,2125,7006.1,6145,1785,1435,1435,945,485,2120,5380,5380,5375,3305,2120,30,15,35,200,175,175,155,105,27200,6145,1255,980,15.9
5350376.09,CT,Toronto,0.80105,4638,1644,1602,10,2995,64.6,1600,5790.3,4640,1415,1125,1130,735,340,1600,4110,4110,4110,2415,1605,45,35,35,105,130,90,95,75,20416,4635,1100,935,20.2
5350376.11,CT,Toronto,0.47044,3416,1067,1014,10,2395,70.0,1015,7257.3,3410,925,650,655,400,160,1015,2810,2810,2810,1715,1015,40,15,15,115,105,70,50,55,19456,3410,1035,845,24.8
5350376.12,CT,Toronto,0.91215,5318,1922,1887,10,3375,63.4,1890,5829.2,5315,1565,1300,1305,810,465,1890,4725,4725,4725,2850,1885,35,20,25,165,175,140,125,115,31040,5315,815,660,12.4
5350376.13,CT,Toronto,0.51098,3902,1386,1362,0,2375,61.0,1365,7636.0,3895,1190,980,980,545,290,1360,3435,3440,3435,1910,1365,30,30,25,105,105,85,80,80,24192,3895,875,690,17.7
5350376.14,CT,Toronto,0.7362,3763,1091,1053,0,2540,67.4,1050,5110.7,3765,1115,925,925,450,95,1055,3205,3205,3205,2050,1050,15,5,10,90,70,80,75,75,14656,3765,650,665,17.7
5350376.15,CT,Toronto,0.92289,3696,1574,1518,0,2130,57.6,1515,4016.5,3680,1165,960,960,635,400,1515,3385,3390,3390,1775,1515,45,35,30,115,85,95,90,75,25600,3680,915,635,17.3
5350376.16,CT,Toronto,0.27148,4226,1672,1621,10,2335,55.4,1620,15565.4,3840,985,790,790,855,680,1625,3060,3065,3060,1760,1625,75,25,45,170,140,115,95,60,27712,3845,1225,935,24.3
5350377.01,CT,Toronto,2.06027,8996,3752,3574,25,6545,72.8,3570,4366.1,8985,2535,2010,2010,1915,1210,3575,7845,7840,7845,5165,3575,205,80,100,310,270,275,220,160,25664,8985,2290,1860,20.7
5350377.02,CT,Toronto,1.90596,4405,1493,1407,10,3020,68.6,1410,2311.2,4395,1300,1075,1075,575,245,1405,3905,3905,3905,2360,1405,30,15,30,135,100,85,85,75,20096,4395,870,710,16.2
5350377.03,CT,Toronto,0.65012,2815,892,868,10,1880,67.0,870,4329.4,2815,820,670,675,405,130,870,2460,2455,2455,1525,865,10,5,15,70,70,65,50,60,19648,2815,460,475,16.9
5350377.04,CT,Toronto,0.88332,5939,1746,1682,20,4070,68.5,1685,6722.1,5935,1740,1415,1415,705,195,1685,5090,5085,5085,3270,1685,30,20,25,165,150,130,100,95,17344,5935,1235,1060,17.9
5350377.06,CT,Toronto,0.51169,3809,1001,980,0,2790,73.2,980,7442.4,3810,1070,840,845,630,115,980,3320,3320,3320,2075,980,20,15,20,75,105,70,55,50,11392,3810,740,1000,26.2
5350377.07,CT,Toronto,0.76461,4857,1321,1282,20,3210,66.1,1280,6351.5,4535,1325,1055,1060,595,145,1280,3910,3910,3910,2480,1285,20,15,20,105,110,105,90,90,14976,4530,900,1025,22.6
5350378.02,CT,Toronto,1.05954,3257,979,929,0,2245,69.0,930,3073.8,3260,870,705,705,555,160,925,2790,2790,2785,1715,925,30,20,20,100,75,65,55,40,11232,3255,740,720,22.1
5350378.03,CT,Toronto,2.20691,7363,2503,2434,10,5310,72.2,2435,3336.5,7360,2055,1510,1510,1075,535,2430,6270,6275,6275,4315,2435,45,30,55,250,250,175,200,155,28480,7355,1210,960,13.1
5350378.04,CT,Toronto,1.27906,6148,1826,1753,10,4065,66.1,1750,4806.5,6150,1625,1260,1260,725,315,1750,4860,4860,4865,3090,1755,25,25,35,195,145,125,105,95,25216,6150,1550,1165,18.9
5350378.05,CT,Toronto,0.72757,3907,1235,1201,0,2660,68.2,1200,5369.7,3905,1090,745,740,480,210,1200,3170,3170,3170,2140,1200,10,10,25,105,100,105,80,80,24208,3905,675,515,13.2
5350378.06,CT,Toronto,1.7906,6063,1754,1671,10,4235,69.7,1670,3386.2,6050,1635,1225,1225,630,225,1670,4910,4910,4910,3265,1670,20,15,20,160,155,140,105,90,22059,6050,1175,855,14.1
5350378.07,CT,Toronto,2.80032,7099,2311,2226,0,4770,67.2,2230,2535.2,6840,1945,1485,1490,960,445,2230,5860,5865,5860,3805,2225,50,25,45,225,200,170,150,130,22464,6835,1415,1110,16.2
5350378.08,CT,Toronto,0.88574,6263,1997,1953,10,4280,68.4,1955,7071.2,6250,1845,1460,1460,770,335,1955,5425,5425,5425,3480,1955,20,20,35,185,160,140,115,105,18752,6250,1170,940,15.0
5350378.11,CT,Toronto,0.96337,5693,1748,1713,0,3990,70.0,1715,5910.5,5690,1530,1175,1175,750,335,1710,4680,4680,4680,3160,1715,20,20,35,195,150,145,135,100,25536,5695,1105,805,14.1
5350378.12,CT,Toronto,0.78391,5181,1904,1828,10,3310,63.8,1830,6609.3,5180,1410,895,895,805,515,1825,4195,4195,4195,2485,1830,40,40,70,160,135,110,105,90,19616,5180,1470,1115,21.5
5350378.14,CT,Toronto,0.92913,3892,1184,1168,10,2640,67.9,1165,4189.0,3885,1100,855,855,465,155,1165,3215,3215,3215,2005,1170,25,10,15,110,90,75,85,75,20544,3890,945,745,19.2
5350378.16,CT,Toronto,0.63484,6103,2005,1923,10,4150,68.0,1925,9615.6,6095,1690,1340,1345,770,405,1925,5110,5115,5115,3345,1925,30,15,40,205,185,135,115,120,29056,6100,1110,850,13.9
5350378.17,CT,Toronto,0.47397,3336,961,903,10,2305,69.1,905,7036.5,3335,885,625,625,280,100,905,2670,2670,2670,1810,900,5,5,10,90,80,65,60,65,25408,3335,640,490,14.7
5350378.18,CT,Toronto,0.09093,2765,1114,1100,0,1735,62.7,1100,30384.6,2760,835,585,585,455,305,1100,2345,2345,2345,1335,1100,30,15,30,105,90,65,55,35,21952,2765,1040,675,24.4
5350378.19,CT,Toronto,4.51592,5162,1438,1411,10,3625,70.1,1410,1146.1,5155,1485,1220,1220,545,140,1410,4395,4400,4395,2940,1415,15,10,15,100,120,110,95,80,18544,5155,870,780,15.1
5350378.20,CT,Toronto,0.10951,2093,775,769,0,1270,60.8,770,19114.2,2090,660,505,505,275,155,765,1800,1795,1795,975,770,10,10,15,85,45,50,45,35,19040,2090,740,540,25.8
5350378.21,CT,Toronto,0.70181,3948,1056,1043,0,2690,68.1,1045,5623.9,3945,1125,910,910,475,85,1045,3305,3305,3305,2135,1040,15,5,10,80,75,90,90,65,13376,3950,750,735,18.6
5350378.22,CT,Toronto,0.53214,3454,891,877,10,2390,69.3,880,6492.5,3450,995,800,795,490,70,875,2990,2985,2985,1855,880,10,5,15,80,80,70,75,35,14176,3450,590,685,19.9
5350378.23,CT,Toronto,1.53025,4095,1334,1302,10,2680,65.4,1305,2676.3,4075,1210,980,980,585,245,1305,3650,3650,3650,2150,1300,20,15,20,105,85,100,75,80,18635,4075,765,710,17.4
5350378.24,CT,Toronto,2.52877,6109,2218,2147,10,3675,60.1,2145,2415.7,5860,1715,1390,1390,955,585,2150,5165,5160,5165,2915,2145,50,35,50,165,145,125,100,100,20224,5855,1570,1105,18.9
5350378.25,CT,Toronto,4.76673,7931,1885,1858,10,5520,69.6,1855,1664.2,7920,2090,1790,1790,640,100,1860,6285,6280,6280,4450,1860,10,10,10,150,145,140,140,145,22464,7925,775,675,8.5
5350378.26,CT,Toronto,1.66052,4761,1165,1144,10,3430,72.0,1145,2927.5,4765,1300,1125,1125,335,60,1145,3915,3915,3915,2795,1145,0,0,10,80,80,80,95,60,26944,4760,395,300,6.3
5350378.27,CT,Toronto,20.2249,5806,1556,1530,0,4140,71.3,1530,290.3,5800,1570,1265,1260,580,170,1530,4620,4625,4620,3365,1530,15,15,15,115,115,135,135,115,33760,5795,645,530,9.1
5350378.28,CT,Toronto,2.25257,7175,2041,1925,0,4950,69.0,1925,3236.4,7155,1995,1505,1505,670,205,1925,6020,6020,6020,4045,1925,15,20,20,140,145,125,115,120,26816,7155,880,665,9.3
5350802.01,CT,Toronto,2.216,3829,1290,1267,0,2645,69.1,1270,1754.7,3830,1160,980,985,305,165,1265,3205,3210,3210,2375,1270,10,5,10,70,65,60,85,80,49792,3830,300,220,5.7
5350802.02,CT,Toronto,2.44031,5675,1844,1826,0,3790,66.8,1825,2511.4,5510,1635,1430,1430,455,260,1825,4640,4635,4640,3455,1825,10,5,15,90,85,110,95,85,53184,5510,250,205,3.7
