,v_CA16_5807: Bicycle,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_5: 0 to 14 years,v_CA16_4: 0 to 14 years,v_CA16_6: 0 to 14 years,v_CA16_62: 15 to 64 years,v_CA16_61: 15 to 64 years,v_CA16_63: 15 to 64 years,v_CA16_245: 65 years and over,v_CA16_244: 65 years and over,v_CA16_246: 65 years and over,v_CA16_380: Average age,v_CA16_379: Average age,v_CA16_381: Average age,v_CA16_386: 0 to 14 years,v_CA16_385: 0 to 14 years,v_CA16_387: 0 to 14 years,v_CA16_389: 15 to 64 years,v_CA16_388: 15 to 64 years,v_CA16_390: 15 to 64 years,v_CA16_392: 65 years and over,v_CA16_391: 65 years and over,v_CA16_393: 65 years and over,v_CA16_395: 85 years and over
509,0,5350367.01,CT,Toronto,0.71324,4710,1398,1375,480,945,465,1720,3315,1600,205,445,245,33.9,34.9,35.9,20.2,20.1,20.2,71.7,70.5,69.4,8.5,9.4,10.4,0.8
510,20,5350367.02,CT,Toronto,1.0306799999999998,3548,1218,1186,270,525,255,1160,2265,1100,325,760,435,42.2,43.7,45.1,15.1,14.8,14.5,66.1,63.7,61.6,18.5,21.3,24.2,2.8
511,10,5350368.01,CT,Toronto,0.8884700000000001,6843,3786,3582,265,570,300,2440,5385,2945,370,895,520,37.5,38.3,38.9,8.8,8.3,8.1,79.3,78.6,78.1,12,13.1,13.8,1.1
512,0,5350368.02,CT,Toronto,1.57328,4315,1464,1399,265,505,235,1230,2395,1165,595,1420,825,47,49.6,52.1,12.7,11.6,10.5,59,55.6,52.5,28.5,32.9,37,6
513,10,5350369.0,CT,Toronto,2.4665,8094,2520,2441,925,1735,810,2585,5255,2670,485,1105,620,36.3,37.4,38.5,23.1,21.4,19.8,64.6,64.9,65.2,12.3,13.7,15.1,1.8
514,10,5350370.01,CT,Toronto,1.76665,9977,3792,3725,925,1805,880,3075,6785,3715,575,1385,810,38.1,39.5,40.7,20.2,18,16.3,67.3,68,68.6,12.5,13.9,15,1.9
515,20,5350370.02,CT,Toronto,2.27382,5580,1849,1803,475,910,430,1780,3735,1950,400,940,535,39.5,41.4,43.2,18,16.3,14.7,67.1,66.9,66.8,15,16.8,18.3,2.8
516,10,5350370.03,CT,Toronto,0.8572299999999999,4137,1409,1357,355,715,365,1390,2860,1470,250,565,320,38.4,39.4,40.4,17.9,17.3,17,69.8,69.1,68.4,12.6,13.6,14.9,1.8
517,20,5350371.0,CT,Toronto,3.7152300000000005,7626,2691,2570,585,1105,520,2550,5070,2525,600,1455,855,41,42.9,44.7,15.7,14.5,13.4,68.1,66.4,64.7,16.1,19,21.8,2.5
518,0,5350372.0,CT,Toronto,1.33184,4346,1504,1440,305,600,295,1450,2950,1500,350,790,445,41.5,43,44.5,14.5,13.8,13.2,68.9,67.9,67,16.6,18.3,19.6,2.1
519,15,5350373.0,CT,Toronto,0.9606899999999999,4806,1869,1801,390,735,345,1690,3325,1630,335,745,405,39.5,40.8,42.1,16.3,15.4,14.5,69.8,69,68.3,13.8,15.5,17.2,2.1
520,15,5350374.01,CT,Toronto,1.18795,4848,1717,1656,370,695,325,1605,3365,1755,350,790,440,40.7,42.1,43.5,15.9,14.3,12.9,69.1,69.3,69.8,15.2,16.3,17.5,1.5
521,10,5350374.02,CT,Toronto,0.80225,3215,1084,1053,200,385,190,1030,2120,1085,305,710,405,43.1,44.9,46.5,13,12.1,11,66.9,65.8,64.5,19.8,22.2,24.2,2.6
522,0,5350374.03,CT,Toronto,0.80821,4184,1718,1655,255,510,260,1310,2665,1355,400,1010,610,43.7,45.7,47.5,13,12.2,11.7,66.6,63.7,60.9,20.4,24.1,27.4,3.3
523,15,5350375.01,CT,Toronto,0.95309,6324,2817,2733,375,795,420,1760,3820,2065,670,1715,1040,44.6,46.5,48,13.2,12.5,11.9,62.9,60.4,58.5,23.9,27.1,29.7,3
524,0,5350375.02,CT,Toronto,0.61463,1959,702,694,145,280,135,575,1220,645,200,455,260,43.5,44.7,45.8,16.2,14.3,13,62.2,62.5,62.3,21.6,23.2,24.6,3.2
525,0,5350375.03,CT,Toronto,0.81361,5318,1917,1866,480,940,460,1720,3565,1845,340,815,475,37.2,39.1,40.8,18.9,17.6,16.4,67.7,67.1,66.4,13.4,15.3,17.3,1.2
526,0,5350375.04,CT,Toronto,0.9242799999999999,5300,1667,1633,380,750,370,1800,3700,1895,370,850,480,39.8,41.3,42.7,15.1,14.2,13.3,70.5,69.7,69,14.5,16,17.7,1.4
527,10,5350375.05,CT,Toronto,1.13069,7208,2484,2449,500,955,460,2205,4610,2410,635,1640,1005,42.6,45,47.1,15,13.2,11.7,66,63.9,62.2,19,22.7,25.9,3.7
528,10,5350376.01,CT,Toronto,1.04665,5094,1697,1584,390,795,405,1610,3515,1905,370,790,420,39.5,40.1,40.7,16.5,15.6,14.7,68.1,69.1,69.7,15.4,15.4,15.4,1.5
529,15,5350376.02,CT,Toronto,0.8583,5176,1656,1614,445,875,430,1730,3505,1770,345,795,450,38.7,40,41.3,17.9,16.9,16.2,68.7,67.7,66.8,13.7,15.3,17,1.6
530,0,5350376.04,CT,Toronto,1.1940600000000001,5460,1866,1804,360,705,345,1600,3215,1610,630,1540,910,44.8,47.4,49.8,13.9,13,12,61.8,58.8,56.4,24.3,28.2,31.6,4.8
531,10,5350376.05,CT,Toronto,1.30767,6860,2045,1998,455,895,440,2235,4595,2360,640,1370,730,42.6,43.4,44.2,13.7,13,12.5,67.1,67,66.9,19.2,20,20.7,2.3
532,0,5350376.06,CT,Toronto,2.19192,484,229,219,0,0,0,25,65,35,130,420,295,78.3,80.1,81,0,0,0,16.1,12.4,10.6,83.9,86.6,89.4,41.9
533,15,5350376.08,CT,Toronto,0.87879,6157,2176,2123,375,765,395,1905,3965,2060,625,1430,805,44.1,45.2,46.1,12.9,12.5,12.1,65.7,64.4,63.4,21.6,23.2,24.7,3.4
534,10,5350376.09,CT,Toronto,0.80105,4638,1644,1602,260,530,265,1405,2995,1595,510,1115,610,45.1,46.1,47,12,11.3,10.7,64.7,64.6,64.4,23.5,24.1,24.5,2.5
535,10,5350376.11,CT,Toronto,0.47043999999999997,3416,1067,1014,335,600,265,1160,2395,1235,190,425,230,36.1,37.8,39.3,19.9,17.6,15.6,68.8,70,71.2,11.6,12.4,13.3,1.2
536,10,5350376.12,CT,Toronto,0.91215,5318,1922,1887,300,585,290,1560,3375,1815,590,1360,770,45.4,46.6,47.6,12.1,11,9.9,63.8,63.4,63.2,24.1,25.5,26.8,3.1
537,0,5350376.13,CT,Toronto,0.51098,3902,1386,1362,235,460,225,1120,2375,1260,465,1065,600,45.9,47.2,48.4,12.7,11.8,10.8,61.6,61,60.5,25.4,27.3,28.7,3.9
538,0,5350376.14,CT,Toronto,0.7362,3763,1091,1053,295,560,260,1205,2540,1335,335,665,330,41.3,41.8,42.3,16.1,14.9,13.7,65.8,67.4,69,18,17.7,17.3,1.1
539,0,5350376.15,CT,Toronto,0.92289,3696,1574,1518,135,295,155,955,2130,1170,565,1270,710,51,51.8,52.5,8.2,8,7.6,57.7,57.6,57.4,34.1,34.4,34.8,5.4
540,10,5350376.16,CT,Toronto,0.27148,4226,1672,1621,395,785,390,1105,2335,1230,305,1110,800,38.5,43.9,47.9,21.6,18.5,16.1,61.2,55.4,50.8,16.9,26.2,33.1,5.8
541,25,5350377.01,CT,Toronto,2.06027,8996,3752,3574,590,1140,545,3250,6545,3300,600,1310,705,39.5,40.3,41.2,13.3,12.7,12,73.2,72.8,72.4,13.5,14.6,15.5,1.4
542,10,5350377.02,CT,Toronto,1.9059599999999999,4405,1493,1407,245,485,245,1460,3020,1560,410,900,490,43.8,44.6,45.3,11.6,11.1,10.5,69,68.6,67.9,19.4,20.4,21.4,2.1
543,10,5350377.03,CT,Toronto,0.65012,2815,892,868,185,360,175,940,1880,945,270,575,310,43.1,43.7,44.3,13.3,12.8,11.9,67.6,67,66.3,19.4,20.4,21.4,2.2
544,20,5350377.04,CT,Toronto,0.8833200000000001,5939,1746,1682,430,850,420,1945,4070,2125,500,1020,520,41.3,41.5,41.8,14.9,14.3,13.6,67.5,68.5,69.6,17.4,17.2,17,1.2
545,0,5350377.06,CT,Toronto,0.51169,3809,1001,980,270,490,225,1380,2790,1410,260,530,270,39.5,40.6,41.7,13.9,12.7,11.5,72.4,73.2,74,13.6,13.9,14.4,1.3
546,20,5350377.07,CT,Toronto,0.76461,4857,1321,1282,345,620,285,1545,3210,1670,450,1020,575,42.5,44.3,45.9,14.6,12.8,11.1,66.3,66.1,66.1,19.1,21,22.6,3.6
547,0,5350378.02,CT,Toronto,1.05954,3257,979,929,255,470,210,1155,2245,1090,250,540,290,38.5,39.8,41.2,15.6,14.3,13.2,69.2,69,68.9,15.3,16.6,17.9,1.5
548,10,5350378.03,CT,Toronto,2.2069099999999997,7363,2503,2434,580,1085,505,2515,5310,2800,440,965,525,38,39.3,40.4,16.4,14.8,13.2,71.1,72.2,73,12.3,13.1,13.7,0.7
549,10,5350378.04,CT,Toronto,1.27906,6148,1826,1753,665,1285,620,2000,4065,2065,365,800,435,35.8,36.7,37.5,21.9,20.9,19.9,65.9,66.1,66.1,12.2,13,14,0.7
550,0,5350378.05,CT,Toronto,0.7275699999999999,3907,1235,1201,380,735,355,1200,2660,1465,230,510,285,36.8,38.1,39.2,21,18.8,16.9,66.3,68.2,69.7,12.4,13.2,13.4,0.8
551,10,5350378.06,CT,Toronto,1.7906,6063,1754,1671,560,1145,590,2045,4235,2190,330,690,355,36.8,37.1,37.4,18.9,19,18.8,69.6,69.7,70,11.3,11.4,11.3,0.9
552,0,5350378.07,CT,Toronto,2.80032,7099,2311,2226,480,975,495,2300,4770,2470,605,1355,750,41.4,42.8,44,14.2,13.8,13.3,67.8,67.2,66.6,17.9,19.1,20.2,2.7
553,10,5350378.08,CT,Toronto,0.88574,6263,1997,1953,440,830,385,2025,4280,2250,535,1155,615,41.9,42.9,43.9,14.6,13.3,12,67.4,68.4,69.2,18,18.5,19,1.2
554,0,5350378.11,CT,Toronto,0.9633700000000001,5693,1748,1713,510,1010,500,1985,3990,1995,315,695,385,37,37.9,38.7,18.1,17.7,17.4,70.6,70,69.4,11,12.2,13.2,0.7
555,10,5350378.12,CT,Toronto,0.78391,5181,1904,1828,495,985,490,1500,3310,1810,370,885,515,37.9,39.2,40.4,21.1,19,17.4,63.3,63.8,64.3,15.8,17.1,18.3,1.9
556,10,5350378.14,CT,Toronto,0.9291299999999999,3892,1184,1168,345,675,330,1265,2640,1375,280,575,300,38.5,39.1,39.6,18,17.4,16.5,66.8,67.9,68.8,15.1,14.8,14.7,1.1
557,10,5350378.16,CT,Toronto,0.63484,6103,2005,1923,515,980,465,2025,4150,2115,440,975,535,39.3,40.3,41.2,17.3,16.1,14.9,67.8,68,67.8,14.7,16,17.1,1.2
558,10,5350378.17,CT,Toronto,0.47397,3336,961,903,335,665,335,1050,2305,1255,160,365,200,35.2,36.3,37.3,21.7,20.1,18.7,67.6,69.1,70.4,10.7,10.9,11.2,0.3
559,0,5350378.18,CT,Toronto,0.09093,2765,1114,1100,235,420,180,810,1735,925,235,615,380,41.4,44.2,46.5,18.8,15.2,12.1,63.3,62.7,62.1,18,22.2,25.5,2
560,10,5350378.19,CT,Toronto,4.5159199999999995,5162,1438,1411,395,755,365,1775,3625,1850,390,785,395,40.6,41,41.5,15.5,14.6,14,69.5,70.1,70.7,15.3,15.2,15.1,1.2
561,0,5350378.2,CT,Toronto,0.10951,2093,775,769,140,290,155,590,1270,680,235,530,295,45.1,45.8,46.3,14.1,14.1,13.7,61.5,60.8,60.6,24.5,25.4,26.1,5.2
562,0,5350378.21,CT,Toronto,0.70181,3948,1056,1043,325,645,315,1315,2690,1370,290,615,330,39.7,40.2,40.7,16.8,16.2,15.7,68.2,68.1,68.2,15,15.6,16.4,1
563,10,5350378.22,CT,Toronto,0.53214,3454,891,877,245,465,215,1175,2390,1215,305,600,295,41.2,42,42.8,14.5,13.3,12.5,67.9,69.3,70.6,17.9,17.4,17.2,1.4
564,10,5350378.23,CT,Toronto,1.53025,4095,1334,1302,240,430,190,1280,2680,1400,445,985,540,44.5,46,47.3,12.2,10.5,8.7,65.1,65.4,66,22.7,23.9,25.4,3.1
565,10,5350378.24,CT,Toronto,2.52877,6109,2218,2147,370,695,325,1725,3675,1950,700,1740,1040,45.8,48.4,50.5,13.3,11.4,9.9,61.8,60.1,58.7,25.1,28.5,31.2,5.7
566,10,5350378.25,CT,Toronto,4.76673,7931,1885,1858,860,1645,785,2690,5520,2835,350,765,415,35.5,36.2,36.8,21.9,20.7,19.5,69,69.6,70.3,9,9.6,10.2,0.4
567,10,5350378.26,CT,Toronto,1.66052,4761,1165,1144,405,850,440,1695,3430,1730,235,490,250,37.1,37.3,37.5,17.3,17.8,18.1,72.6,72,71.2,10.1,10.3,10.3,0.2
568,0,5350378.27,CT,Toronto,20.2249,5806,1556,1530,590,1175,590,1990,4140,2150,200,490,285,34.8,35.8,36.7,21,20.3,19.5,71.4,71.3,71.1,7.4,8.4,9.4,0.4
569,0,5350378.28,CT,Toronto,2.25257,7175,2041,1925,570,1135,570,2370,4950,2580,530,1090,555,38.8,39.5,40.1,16.5,15.9,15.2,68.4,69,69.5,15.3,15.1,15,1
570,0,5350802.01,CT,Toronto,2.2159999999999997,3829,1290,1267,330,625,295,1300,2645,1340,275,565,290,40.1,41.2,42.2,17.3,16.3,15.4,68.1,69.1,70.1,14.1,14.6,15.1,1
571,0,5350802.02,CT,Toronto,2.4403099999999998,5675,1844,1826,460,875,410,1840,3790,1950,445,1010,565,41.3,42.7,43.9,16.7,15.4,14,66.9,66.8,66.7,16.4,17.8,19.3,1.6
